"BRWA"	"BWWA"	"GWWA"
"V4007"	0	0.1491	0.0147
"V4008"	0	0.2974	0.1601
"V4009"	0	0.0556	0.0703
"V4010"	0	0	0.0544
"V4011"	0.5	0.4038	0.3967
"V4012"	0.5	0.4228	0.4229
"V4013"	0.5	0.5111	0.48
"V4014"	0.2222	0.0677	0.0775
"V4015"	0	0.1108	0.0687
"V4016"	0.4286	0.415	0.4656
"V4017"	0.5357	0.5059	0.4896
"V4018"	0.4286	0.3052	0.2875
"V4019"	0.3393	0.418	0.3896
"V4020"	0.1111	0.1083	0.1147
"V4021"	0	0.18	0.1595
"V4022"	0.3056	0.2264	0.141
"V4023"	0	0.1123	0.1311
"V4024"	0.1429	0.101	0.0359
"V4025"	0.1111	0.0754	0.041
"V4026"	0	0	0.1025
"V4027"	0.125	0.215	0.2069
"V4028"	0	0.0435	0.1113
"V4029"	0	0.1068	0.0757
"V4030"	0	0.0417	0.05
"V4031"	0.1111	0	0.0439
"V4032"	NA	0.0714	0.0336
"V4033"	0.375	0	0.0451
"V4034"	0.2	0.1374	0.0588
"V4035"	0	0	0.0649
"V4036"	0	0	0.0657
"V4037"	0	0.0974	0.0817
"V4038"	0.1429	0.1868	0.1833
"V4039"	0	0.1569	0.1644
"V4040"	0.5	0.3713	0.3737
"V4041"	0.1111	0.0677	0.0352
"V4042"	0.2083	0.2564	0.1779
"V4043"	0	0.0357	0.1344
"V4044"	0.2083	0.1068	0.1018
"V4045"	0	0.1396	0.1136
"V4046"	0	0.0677	0.0717
"V4047"	0	0.1474	0.0707
"V4048"	0.3333	0.0833	0.2673
"V4049"	0.3333	0	0.1161
"V4050"	0	0	0.0576
"V4051"	0	0	0.0524
"V4052"	0	0.0714	0.0652
"V4053"	0.5833	0.5146	0.488
"V4054"	0	0.1709	0.0355
"V4055"	0	0.0701	0.1177
"V4056"	0	0	0.0612
"V4057"	0	0.1868	0.0192
"V4058"	0	0.2289	0.0535
"V4059"	0	0.2263	0.391
"V4060"	0	0	0.0529
"V4061"	0.1111	0.0357	0.0529
"V4062"	0.1111	0	0.0529
"V4063"	0.5	0.4868	0.4875
"V4064"	0.1111	0.1958	0.0948
"V4065"	0.1429	0.2938	0.3127
"V4066"	0	0.0625	0.1642
"V4067"	0	0.0714	0.0471
"V4068"	0	0.2708	0.3294
"V4069"	0	0	0.0635
"V4070"	0.5	0.4379	0.4514
"V4071"	0.1429	0.0714	0.1795
"V4072"	0.4524	0.3833	0.4501
"V4073"	0	0	0.221
"V4074"	0	0.1905	0.1586
"V4075"	0.6667	0.4346	0.3337
"V4076"	0.5139	0.5062	0.479
"V4077"	0	0.1667	0.0359
"V4078"	0	0	0.0604
"V4079"	0.5278	0.4444	0.3902
"V4080"	0	0.2192	0.0349
"V4081"	0.375	0.4418	0.3544
"V4082"	0.2321	0.101	0.0608
"V4083"	0	0.1023	0.1021
"V4084"	0.5714	0.4783	0.4017
"V4085"	0.4	0.2821	0.3017
"V4086"	0.1111	0.1349	0.0939
"V4087"	0	0.1792	0.0924
"V4088"	0	0.125	0.1122
"V4089"	0	0.0625	0.0604
"V4090"	0	0.2333	0.0592
"V4091"	0.25	0.1538	0
"V4092"	0	0	0.1027
"V4093"	0	0.1474	0.0455
"V4094"	0.1429	0.1576	0.1733
"V4095"	0.1429	0.1068	0.1962
"V4096"	0	0	0.1187
"V4097"	0.1111	0.0345	0.0692
"V4098"	0	0.0625	0.0476
"V4099"	0	0.275	0.0897
"V4100"	0	0.2292	0
"V4101"	0.3333	0.1053	0.0616
"V4102"	0.1429	0.04	0.0769
"V4103"	0	0	0.0655
"V4104"	0.2619	0.2369	0.2371
"V4105"	0.2619	0.1196	0.0956
"V4106"	0.2083	0.15	0.1645
"V4107"	0.2083	0.3	0.2274
"V4108"	0	0.15	0.084
"V4109"	0.4107	0.468	0.3988
"V4110"	0.3611	0.4286	0.4211
"V4111"	0.1429	0.1299	0.0677
"V4112"	0.381	0.3714	0.2066
"V4113"	0	0	0.0696
"V4114"	0.1667	0.0815	0.0428
"V4115"	0.3	0.2467	0.0312
"V4116"	0.5	0.4873	0.4803
"V4117"	0.1667	0.1558	0.0908
"V4118"	0.1667	0.085	0.0836
"V4119"	0.2	0.2548	0.1911
"V4120"	0	0.05	0.0976
"V4121"	0	0	0.0819
"V4122"	0	0.05	0.0688
"V4123"	0.4	0.1053	0.0405
"V4124"	0.1667	0.2974	0.3134
"V4125"	0	0	0.054
"V4126"	0	0.0998	0.101
"V4127"	0.2917	0.3533	0.2569
"V4128"	0.2083	0.1305	0.1246
"V4129"	0	0.1462	0.048
"V4130"	0.1111	0.0998	0.0857
"V4131"	0.4167	0.3611	0.2984
"V4132"	0.4722	0.414	0.3458
"V4133"	0.4722	0.414	0.3653
"V4134"	0.35	0.2662	0.2883
"V4135"	0.1667	0	0.075
"V4136"	0.1667	0.1944	0.2354
"V4137"	0	0.1068	0.0558
"V4138"	0	0.1196	0.1551
"V4139"	0.5	0.4328	0.4581
"V4140"	0.3333	0	0.0421
"V4141"	0	0	0.1392
"V4142"	0	0.1381	0.0492
"V4143"	0.25	0.3388	0.2706
"V4144"	0.1111	0.192	0.2221
"V4145"	NA	0.5091	0.4717
"V4146"	0.5	0.5	0.4997
"V4147"	0	0	0.0793
"V4148"	0.2	0.5	0.4006
"V4149"	0	0.1889	0.0323
"V4150"	0.2	0.1111	0.1344
"V4151"	0.3214	0.3337	0.2601
"V4152"	0.2083	0.4245	0.497
"V4153"	0.3611	0.1738	0.202
"V4154"	0	0.1083	0.1279
"V4155"	0	0.0556	0.0707
"V4156"	0.1667	0.4053	0.3887
"V4157"	0	0.1349	0.0849
"V4158"	0.4286	0.3074	0.3007
"V4159"	0.25	0.1286	0.0887
"V4160"	0.1111	0.1318	0.0775
"V4161"	0	0.1123	0.0624
"V4162"	0.3214	0.2312	0.3274
"V4163"	0.2083	0.1884	0.2264
"V4164"	0	0.0998	0.0768
"V4165"	0	0	0.0604
"V4166"	0.3214	0.2738	0.3527
"V4167"	0.3333	0.2857	0.2943
"V4168"	0	0.1023	0.0919
"V4169"	0	0.0556	0.0931
"V4170"	0.5	0.5048	0.5001
"V4171"	0	0.0909	0.036
"V4172"	0.125	0.0754	0.0532
"V4173"	0.5	0.3063	0.42
"V4174"	0	0.3154	0.1828
"V4175"	0.5	0.5048	0.4832
"V4176"	0.1667	0.4289	0.3959
"V4177"	0.1111	0	0.0538
"V4178"	0.4861	0.4938	0.4595
"V4179"	0.1111	0	0.0768
"V4180"	0.2083	0.1944	0.1244
"V4181"	0.4167	0.4766	0.4829
"V4182"	0.2321	0.1944	0.1244
"V4183"	0.1111	0.1653	0.093
"V4184"	0.1111	0.04	0.1007
"V4185"	0.2083	0.115	0.0929
"V4186"	0	0.3658	0.2211
"V4187"	0	0.2468	0.0935
"V4188"	0	0.3228	0.1118
"V4189"	0	0.0701	0.0781
"V4190"	0.4444	0.447	0.4981
"V4191"	0	0.0677	0.0524
"V4192"	0.2083	0.1305	0.1433
"V4193"	0.2917	0.0701	0.1126
"V4194"	0.4762	0.5092	0.4962
"V4195"	0.4762	0.4758	0.5019
"V4196"	0.4167	0.4239	0.384
"V4197"	0.2083	0.1068	0.2234
"V4198"	0	0.0476	0.0559
"V4199"	0	0.0929	0.0559
"V4200"	0.35	0.4644	0.3849
"V4201"	0.6667	0	0.0213
"V4202"	0	0.5048	0.4507
"V4203"	0.6667	0.0769	0.1002
"V4204"	0	0.0929	0.04
"V4205"	0.5	0.4719	0.49
"V4206"	0	0.3263	0.21
"V4207"	0	0.2092	0.0854
"V4208"	0	0.152	0.0866
"V4209"	0	0.0526	0.0511
"V4210"	0	0	0.0626
"V4211"	0	0.152	0.0777
"V4212"	0.1111	0	0.0855
"V4213"	0.3929	0.4841	0.4962
"V4214"	0.4167	0.4245	0.3953
"V4215"	0.3056	0.0998	0.0847
"V4216"	0.4722	0.4387	0.3997
"V4217"	0	0	0.0595
"V4218"	0.2	0.1078	0.0862
"V4219"	0.4167	0.4561	0.4705
"V4220"	0.4167	0.4561	0.4636
"V4221"	0.25	0	0.0544
"V4222"	0	0.0526	0.115
"V4223"	0	0.1654	0.2253
"V4224"	0.5333	0.5029	0.4611
"V4225"	0.2	0.2952	0.1387
"V4226"	0.1667	0.1208	0.1537
"V4227"	0.4306	0.275	0.3289
"V4228"	0.5667	0.5132	0.4903
"V4229"	0.5	0.5087	0.5001
"V4230"	0.5357	0.4477	0.4566
"V4231"	0.1111	0.04	0.0849
"V4232"	0.25	0.2312	0.3333
"V4233"	0	0.1688	0.0361
"V4234"	0.25	0.0455	0.0617
"V4235"	0	0	0.0822
"V4236"	0	0	0.0842
"V4237"	0.25	0.1474	0.1761
"V4238"	0	0.4945	0.2321
"V4239"	0	0	0.0945
"V4240"	0	0	0.0639
"V4241"	0	0.0455	0.0549
"V4242"	0	0.0974	0.1103
"V4243"	0	0.0974	0.0988
"V4244"	0.4167	0.4921	0.4642
"V4245"	0.1111	0.0455	0.0649
"V4246"	0	0.1357	0.033
"V4247"	0	0.0887	0.0671
"V4248"	0.125	0.085	0.0864
"V4249"	0	0.0455	0.2416
"V4250"	0	0.0476	0.0549
"V4251"	0.2619	0.5	0.3906
"V4252"	0	0.1727	0.0342
"V4253"	0.1667	0.3864	0.3082
"V4254"	0.5	0.5152	0.4704
"V4255"	0.5	0.2292	0.0301
"V4256"	0	0	0.0518
"V4257"	0.6667	0.0625	0.16
"V4258"	0.6667	0.3917	0.3463
"V4259"	0.6667	0.4095	0.3337
"V4260"	0	0.0588	0.0642
"V4261"	0.25	0.1654	0.2717
"V4262"	0.3333	0	0.1007
"V4263"	0.5833	0.4912	0.4885
"V4264"	0.2	0.1569	0.1016
"V4265"	0	0	0.0764
"V4266"	0.4306	0.3733	0.3008
"V4267"	0	0.04	0.0946
"V4268"	0	0.0417	0.0955
"V4269"	0	0.04	0.0757
"V4270"	0.1111	0.245	0.1776
"V4271"	0.5	0.4501	0.4056
"V4272"	0.4464	0.1558	0.1707
"V4273"	0.1111	0.0887	0.0811
"V4274"	0.125	0.0385	0.0442
"V4275"	0	0.0815	0.1136
"V4276"	0	0.1111	0.1118
"V4277"	0.5833	0.4837	0.5012
"V4278"	0	0.1305	0.0608
"V4279"	0	0.0345	0.0775
"V4280"	0.375	0.0998	0.2129
"V4281"	0.125	0.0677	0.0946
"V4282"	0	0.0998	0.0534
"V4283"	0	0.0677	0.0872
"V4284"	0	0.3406	0.2293
"V4285"	0.3333	0.185	0.2548
"V4286"	0	0.04	0.0668
"V4287"	0.5	0	0.0757
"V4288"	0.4861	0.5053	0.4706
"V4289"	0.2917	0.2906	0.3096
"V4290"	0.1111	0.1944	0.1474
"V4291"	0	0.1265	0.0248
"V4292"	0	0.171	0.0628
"V4293"	0.125	0.1023	0.0729
"V4294"	0.2917	0.3553	0.2954
"V4295"	0	0.1083	0.0539
"V4296"	0.2222	0.1958	0.063
"V4297"	0.25	0.0588	0.0874
"V4298"	0.25	0.2249	0.1177
"V4299"	0	0	0.0808
"V4300"	0	0	0.0821
"V4301"	0.1111	0.0677	0.0768
"V4302"	0.1111	0.133	0.0176
"V4303"	NA	0.3208	0.1252
"V4304"	0	0.114	0.1786
"V4305"	0.5	0.3583	0.1377
"V4306"	0.5	0.1421	0.0492
"V4307"	0.25	0.1591	0.1916
"V4308"	0	0	0.0599
"V4309"	0	0.2179	0.0421
"V4310"	0	0.1667	0.0657
"V4311"	0	0.037	0.0454
"V4312"	0	0.037	0.0548
"V4313"	0.1429	0.192	0.2381
"V4314"	0	0	0.0591
"V4315"	0.125	0.1446	0.098
"V4316"	0	0.1123	0.0275
"V4317"	0.1429	0.1123	0.1978
"V4318"	0.5	0.3917	0.4189
"V4319"	1	0.4615	0.3113
"V4320"	0	0.1667	0.0385
"V4321"	0	0	0.0723
"V4322"	0	0	0.0569
"V4323"	0	0	0.0911
"V4324"	0	0	0.1525
"V4325"	0.3333	0	0.0462
"V4326"	0.1429	0.0435	0.1382
"V4327"	0	0.1265	0.1815
"V4328"	0	0	0.0634
"V4329"	0	0.2333	0.2182
"V4330"	0	0.125	0.0903
"V4331"	0	0.0345	0.0699
"V4332"	0.2619	0.1626	0.0865
"V4333"	0	0	0.0782
"V4334"	0.3	0.5086	0.4509
"V4335"	0	0.1305	0.0608
"V4336"	0.3929	0.303	0.272
"V4337"	0.2917	0.1305	0.1764
"V4338"	0.55	0.4571	0.424
"V4339"	0.25	0.2756	0.0535
"V4340"	0.45	0.456	0.3534
"V4341"	0	0.1374	0.0625
"V4342"	0	0.0625	0.1081
"V4343"	0	0.114	0.1081
"V4344"	0.25	0.0667	0.0864
"V4345"	0.25	0.1374	0.2342
"V4346"	0	0	0.0622
"V4347"	0	0.1429	0.1772
"V4348"	0.3333	0.1474	0.0818
"V4349"	0.3333	0	0.1401
"V4350"	0	0.1208	0.1582
"V4351"	0	0.0625	0.0471
"V4352"	0.4167	0.2708	0.1812
"V4353"	0	0.2381	0.1413
"V4354"	0.5	0.3952	0.37
"V4355"	0	0.114	0.0305
"V4356"	0.5833	0.3952	0.377
"V4357"	0	0	0.0887
"V4358"	0.5	0.5	0.4889
"V4359"	0.5	0.4167	0.2355
"V4360"	0.2083	0.0998	0.0176
"V4361"	0.2083	0.2155	0
"V4362"	0.2083	0.218	0.2182
"V4363"	0.1111	0.0998	0.0768
"V4364"	0	0.0677	0.0519
"V4365"	0	0.0929	0.0348
"V4366"	0	0.1762	0.1023
"V4367"	0.2	0	0.1844
"V4368"	0.1667	0.0974	0.104
"V4369"	0	0.0526	0.0943
"V4370"	0.3393	0.2628	0.284
"V4371"	0	0.1621	0.0476
"V4372"	0.2222	0.0417	0.0841
"V4373"	0.2917	0.1068	0.1572
"V4374"	0.4306	0.3917	0.3483
"V4375"	0	0	0.0947
"V4376"	0.2321	0.4203	0.3241
"V4377"	0	0.15	0.0372
"V4378"	0.5139	0.4328	0.3982
"V4379"	0.375	0.245	0.3
"V4380"	0	0.0929	0.1793
"V4381"	0.5833	0.4333	0.3738
"V4382"	0.25	0.0769	0.148
"V4383"	0.3571	0.303	0.271
"V4384"	0.3	0.3636	0.3884
"V4385"	0.1429	0.0526	0.0845
"V4386"	0.1667	0.1023	0.1182
"V4387"	0	0.4548	0.322
"V4388"	0	0.1078	0.0852
"V4389"	0.5238	0.4675	0.4965
"V4390"	0.1429	0.1023	0.0239
"V4391"	0.125	0.193	0.1165
"V4392"	0	0.1357	0.1194
"V4393"	0.3571	0.381	0.471
"V4394"	0	0.1381	0.1005
"V4395"	0	0.1447	0.0854
"V4396"	0	0	0.1223
"V4397"	0.2222	0.1958	0.1796
"V4398"	0.3056	0.3077	0.284
"V4399"	0.2083	0.2023	0.3749
"V4400"	0	0.1491	0.0389
"V4401"	0	0.0929	0.0744
"V4402"	0	0.0974	0.0503
"V4403"	0	0.1023	0.0632
"V4404"	0	0	0.1463
"V4405"	0.2	0.3553	0.181
"V4406"	0.2	0.1286	0.1391
"V4407"	0.4	0.4447	0.4909
"V4408"	0.25	0.114	0.1335
"V4409"	0	0.1842	0.1147
"V4410"	0.5238	0.2765	0.2626
"V4411"	0	0.0701	0.1197
"V4412"	0	0.0345	0.0692
"V4413"	0	0.0998	0.0524
"V4414"	0	0.0701	0.0438
"V4415"	0.1111	0	0.0438
"V4416"	0.1111	0.037	0.0353
"V4417"	NA	0.2273	0.1724
"V4418"	0	0.3892	0.2629
"V4419"	0.1111	0.0345	0.0686
"V4420"	0.3333	0.3182	0.0592
"V4421"	0.3333	0.0833	0.0412
"V4422"	0.5	0.1727	0.4474
"V4423"	0.5	0.5278	0.4948
"V4424"	0.5	0.4318	0.4377
"V4425"	0	0.1333	0.102
"V4426"	0	0.1333	0.0785
"V4427"	0	0.2429	0.0137
"V4428"	0.3333	0	0.0292
"V4429"	0.3333	0.1374	0.2161
"V4430"	0	0.0435	0.0648
"V4431"	0	0.185	0
"V4432"	0	0.1167	0.0561
"V4433"	0.1111	0.2023	0.2001
"V4434"	0.1429	0.2009	0.1495
"V4435"	0	0.2056	0.2543
"V4436"	0.1111	0.101	0.0263
"V4437"	0.1111	0.0726	0.0686
"V4438"	0.1429	0.1245	0.0549
"V4439"	0.1429	0.0929	0.0863
"V4440"	0.1667	0.1357	0.2743
"V4441"	0.2619	0.0887	0.1826
"V4442"	0.2619	0.1902	0.0664
"V4443"	0	0.0435	0.0432
"V4444"	0	0	0.0634
"V4445"	0	0.1558	0.1347
"V4446"	0	0.05	0.0768
"V4447"	0	0	0.067
"V4448"	0.35	0.2719	0.2741
"V4449"	0	0.0714	0.036
"V4450"	0	0.1286	0.0354
"V4451"	0	0.1374	0.1185
"V4452"	0	0	0.1185
"V4453"	0	0.0667	0.0529
"V4454"	0	0	0.0723
"V4455"	0.2	0.1429	0.0348
"V4456"	0	0.1286	0.1446
"V4457"	0	0.0769	0.0484
"V4458"	0.5476	0.5	0.4847
"V4459"	0.5476	0.5	0.4788
"V4460"	0.3333	0.2115	0.1733
"V4461"	0.3	0.35	0.3142
"V4462"	0	0.1727	0.1235
"V4463"	0.2619	0.4231	0.2591
"V4464"	0	0	0.1347
"V4465"	0.1667	0.4231	0.1946
"V4466"	0.4333	0.4833	0.3389
"V4467"	0	0.3833	0.3595
"V4468"	0.1667	0.0833	0.0639
"V4469"	0.1667	0.0714	0.0342
"V4470"	0	0.2083	0.1692
"V4471"	0	0.2083	0.1415
"V4472"	0.3333	0.4107	0.1143
"V4473"	0	0.2083	0.0949
"V4474"	0	0.0345	0.0439
"V4475"	0	0.1318	0.0178
"V4476"	0.1111	0.2414	0.2397
"V4477"	0.2321	0.1032	0.1409
"V4478"	0.1111	0.0357	0.0613
"V4479"	0.1111	0.3116	0.188
"V4480"	0.1111	0.0677	0.0265
"V4481"	0.5417	0.4458	0.4931
"V4482"	0	0.1601	0.1045
"V4483"	0	0.1978	0.109
"V4484"	0	0.1857	0.0989
"V4485"	0	0	0.058
"V4486"	0.1111	0.2222	0.1721
"V4487"	0.1111	0.1709	0.2586
"V4488"	0	0.0345	0.0608
"V4489"	0	0.0929	0.0991
"V4490"	0	0	0.0603
"V4491"	0	0.1833	0.142
"V4492"	0.3611	0.325	0.275
"V4493"	0	0	0.0988
"V4494"	0	0.1902	0.0533
"V4495"	0	0.2826	0.1197
"V4496"	0.4583	0.465	0.4948
"V4497"	0.1111	0.1902	0.1509
"V4498"	0	0.1374	0.0449
"V4499"	0.1111	0	0.0495
"V4500"	0.2083	0.0385	0.09
"V4501"	0.2083	0.0385	0.0714
"V4502"	0.5139	0.495	0.5026
"V4503"	0.25	0.115	0.0795
"V4504"	0	0.1108	0.0713
"V4505"	0.5139	0.4433	0.3769
"V4506"	0.4107	0.2662	0.2971
"V4507"	0	0	0.0609
"V4508"	0	0.0588	0.0705
"V4509"	0.1429	0.0929	0.0794
"V4510"	0	0	0.0663
"V4511"	0	0	0.0811
"V4512"	0.4	0.1569	0.126
"V4513"	0	0.4526	0.1997
"V4514"	0	0	0.0666
"V4515"	0	0	0.0657
"V4516"	0.2	0.1421	0.2396
"V4517"	0.1667	0.0476	0.0435
"V4518"	0.5278	0.5025	0.4907
"V4519"	0	0.125	0.1567
"V4520"	0	0	0.0613
"V4521"	0.5	0	0.0377
"V4522"	0	0.1381	0.025
"V4523"	0	0.1381	0.065
"V4524"	0.1111	0.1381	0.1401
"V4525"	0.2222	0.0455	0.1422
"V4526"	0.2083	0.2524	0.1181
"V4527"	0	0.0887	0.0496
"V4528"	0.1111	0.1305	0.0692
"V4529"	0.1111	0.168	0.0088
"V4530"	0	0.0417	0.0616
"V4531"	0.35	0.3116	0.2197
"V4532"	0	0.1265	0.0428
"V4533"	0.1111	0.1305	0.1187
"V4534"	0.5	0.4722	0.4782
"V4535"	0.1111	0.0345	0.0619
"V4536"	0	0.1653	0.0781
"V4537"	0	0.2264	0.0316
"V4538"	0.1111	0.164	0.0829
"V4539"	0	0.0476	0.0616
"V4540"	0	0.0476	0.0567
"V4541"	NA	0	0.1018
"V4542"	NA	0.0588	0.1059
"V4543"	0.5	0.4386	0.4
"V4544"	0.5	0.2451	0.2762
"V4545"	NA	0.114	0.0192
"V4546"	0.5	0	0.036
"V4547"	NA	0.114	0.0189
"V4548"	0	0	0.0837
"V4549"	0	0.037	0.0472
"V4550"	0.5179	0.5093	0.4914
"V4551"	0.2083	0.0345	0.0524
"V4552"	0	0	0.0533
"V4553"	0.125	0.2578	0.2039
"V4554"	0.5179	0.453	0.4942
"V4555"	0	0.037	0.0704
"V4556"	0	0.1462	0.2745
"V4557"	0.1429	0.1724	0.1167
"V4558"	0.3571	0.3129	0.1848
"V4559"	0.3	0.193	0.1244
"V4560"	0	0	0.0509
"V4561"	0	0.2292	0.2127
"V4562"	0.2	0	0.0583
"V4563"	0.2619	0.4547	0.4875
"V4564"	0.4107	0.2833	0.2887
"V4565"	0.1667	0.1558	0.228
"V4566"	0	0	0.1085
"V4567"	0.1111	0.037	0.048
"V4568"	0	0.0726	0.0563
"V4569"	0	0.1833	0.0467
"V4570"	0.25	0	0.0548
"V4571"	0.2917	0.0357	0.1895
"V4572"	0.4583	0.4766	0.4237
"V4573"	0.1111	0.2222	0.0608
"V4574"	0.125	0.1613	0.1688
"V4575"	0.125	0.04	0.0558
"V4576"	0	0.0417	0.0746
"V4577"	0	0.2751	0.2113
"V4578"	0.2	0.15	0.0568
"V4579"	0	0	0.1247
"V4580"	0	0.0476	0.1031
"V4581"	0	0	0.0862
"V4582"	0	0	0.0944
"V4583"	0	0.175	0.0959
"V4584"	0.4524	0.3051	0.3791
"V4585"	0.4	0.1176	0.2209
"V4586"	0	0	0.0842
"V4587"	0	0.1601	0.0149
"V4588"	0.6	0.1691	0.2416
"V4589"	0.3929	0.1068	0.1794
"V4590"	0	0.1601	0.0624
"V4591"	0.125	0.1305	0.1662
"V4592"	0.1111	0.1357	0.1068
"V4593"	0.1429	0.05	0.0595
"V4594"	0.125	0	0.0967
"V4595"	0	0.0476	0.0462
"V4596"	0.2083	0.3715	0.2717
"V4597"	0.4762	0.4444	0.4469
"V4598"	0	0.0887	0.0333
"V4599"	0.5	0.511	0.4823
"V4600"	0.2917	0.0556	0.0945
"V4601"	0	0.4444	0.4379
"V4602"	0	0.4444	0.4379
"V4603"	0.3571	0.5303	0.4201
"V4604"	0.3	0.5256	0.4393
"V4605"	0	0.0833	0.1065
"V4606"	0.2	0.1286	0.2331
"V4607"	0.2	0	0.0594
"V4608"	0	0	0.0592
"V4609"	0.5	0.4505	0.4353
"V4610"	0.4762	0.4978	0.4437
"V4611"	0.5179	0.505	0.491
"V4612"	0.2619	0.35	0.3874
"V4613"	0	0.037	0.0467
"V4614"	0	0.1958	0.0921
"V4615"	0	0	0.0653
"V4616"	0.3214	0.511	0.4863
"V4617"	0	0.085	0.0973
"V4618"	0.1429	0.0815	0.1002
"V4619"	0.2917	0.1769	0.1474
"V4620"	0.1111	0.0677	0.0265
"V4621"	0	0.069	0.0524
"V4622"	0.1429	0.1078	0.0813
"V4623"	0.1429	0.1491	0.0923
"V4624"	0.1429	0.1491	0.0912
"V4625"	0.2619	0.0974	0.0561
"V4626"	0	0.037	0.0481
"V4627"	0.2222	0.4402	0.428
"V4628"	0	0.0741	0.0387
"V4629"	0.5	0.4902	0.495
"V4630"	0.5	0.4464	0.2667
"V4631"	NA	0.5055	0.4942
"V4632"	0.5	0.5055	0.4935
"V4633"	0	0.0909	0.0601
"V4634"	0	0	0.1147
"V4635"	0.3	0.3864	0.3211
"V4636"	0	0.0909	0.1374
"V4637"	0.2	0.1889	0.33
"V4638"	0.4167	0.4952	0.5015
"V4639"	0.2	0.1	0.2004
"V4640"	0.6667	0	0.0879
"V4641"	0	0.1333	0.0192
"V4642"	0	0.0667	0.0549
"V4643"	0	0	0.0559
"V4644"	0	0	0.0945
"V4645"	0	0.0714	0.0703
"V4646"	0.1429	0.3125	0.334
"V4647"	0	0	0.0945
"V4648"	0.5179	0.5238	0.5075
"V4649"	0	0.0769	0.1472
"V4650"	0.125	0.2348	0.3096
"V4651"	0.25	0.0769	0.1342
"V4652"	0.125	0.2708	0.1228
"V4653"	0.25	0.1374	0.1636
"V4654"	0.5476	0.5	0.5023
"V4655"	0	0.2339	0.1191
"V4656"	0.4762	0.3952	0.244
"V4657"	0.3333	0.1889	0.2135
"V4658"	0	0	0.0707
"V4659"	0	0	0.1384
"V4660"	0	0.1305	0.1547
"V4661"	0.1111	0.1613	0.0624
"V4662"	0	0.0345	0.0698
"V4663"	0	0.0345	0.1037
"V4664"	0	0.0345	0.0692
"V4665"	0	0	0.0519
"V4666"	0.2222	0.0677	0.0619
"V4667"	0.1111	0	0.0624
"V4668"	0	0.1123	0.0365
"V4669"	0.1429	0.085	0.1044
"V4670"	0	0	0.0581
"V4671"	0	0.2312	0.3063
"V4672"	0.1667	0.0417	0.2495
"V4673"	0.1667	0.0417	0.0462
"V4674"	0	0.0417	0.1
"V4675"	0	0	0.0537
"V4676"	0	0.1374	0.1567
"V4677"	0	0.275	0.1282
"V4678"	0.5	0.489	0.4705
"V4679"	0	0.0769	0.0461
"V4680"	0.5	0.5	0.4996
"V4681"	0.4722	0.4974	0.4717
"V4682"	0.5357	0.4245	0.4937
"V4683"	0	0.2249	0.0999
"V4684"	0.5139	0.3426	0.3769
"V4685"	0	0	0.0931
"V4686"	0.1111	0	0.052
"V4687"	0.1111	0.0455	0.0511
"V4688"	0.2917	0.3529	0.3052
"V4689"	0	0.2749	0.2565
"V4690"	0.5139	0.4941	0.4938
"V4691"	0.2222	0.085	0.0992
"V4692"	0	0.1245	0.1321
"V4693"	0.1111	0.132	0.1401
"V4694"	0.1111	0.1621	0.1347
"V4695"	0.3056	0.1996	0.1639
"V4696"	0.125	0.0783	0.0655
"V4697"	0	0.1245	0.1078
"V4698"	0.125	0	0.0438
"V4699"	0.2321	0.0815	0.1335
"V4700"	0	0.0455	0.0882
"V4701"	1	0.3939	0.3631
"V4702"	0	0.1305	0.1089
"V4703"	0.4167	0.2451	0.0907
"V4704"	0	0.0667	0.0537
"V4705"	0.25	0.3286	0.2691
"V4706"	0	0.0667	0.0768
"V4707"	0	0	0.0891
"V4708"	0	0	0.0517
"V4709"	0	0.2692	0
"V4710"	0	0	0.0875
"V4711"	0.1667	0	0.149
"V4712"	0	0.0998	0.0349
"V4713"	0.1111	0	0.1794
"V4714"	0	0	0.0559
"V4715"	0.5333	0.4921	0.4438
"V4716"	0	0	0.0684
"V4717"	0.4524	0.2947	0.2655
"V4718"	0.1667	0	0.0624
"V4719"	0.1111	0.2672	0.3171
"V4720"	0	0.0726	0.0939
"V4721"	0.1111	0.0345	0.0686
"V4722"	0	0.2564	0.1178
"V4723"	0.1111	0.0357	0.0604
"V4724"	0	0.0357	0.0467
"V4725"	0.125	0.037	0.0379
"V4726"	0.4107	0.2646	0.3239
"V4727"	0	0.0833	0.0399
"V4728"	0	0.115	0.0767
"V4729"	0	0.1517	0.0947
"V4730"	0.125	0.0998	0.0529
"V4731"	0.3214	0.4074	0.2599
"V4732"	0	0.0345	0.0692
"V4733"	0	0.1305	0.0442
"V4734"	0.2857	0.0417	0.1024
"V4735"	0.5667	0.5059	0.4862
"V4736"	0	0.04	0.0437
"V4737"	0	0	0.0538
"V4738"	0.5278	0.5012	0.4814
"V4739"	0.4861	0.4914	0.4802
"V4740"	0.3889	0.3214	0.21
"V4741"	0.1111	0.0357	0.0568
"V4742"	0	0.1032	0.1407
"V4743"	0	0	0.0537
"V4744"	0.4	0.3901	0.2826
"V4745"	0	0.0714	0.0395
"V4746"	0	0.0701	0.0355
"V4747"	0	0.0345	0.0699
"V4748"	0.1111	0.1083	0.0887
"V4749"	0.2917	0.1897	0.2265
"V4750"	0.2083	0	0.0686
"V4751"	0	0.3003	0.2062
